week,hostname,users,sessions,days
2019-06-24,forcats.tidyverse.org,1309,1093,7
2019-06-24,gargle.r-lib.org,34,51,7
2019-06-24,ggplot2.tidyverse.org,52245,63680,7
2019-06-24,glue.tidyverse.org,111,111,7
2019-06-24,googledrive.tidyverse.org,440,492,7
2019-06-24,haven.tidyverse.org,506,501,7
2019-06-24,httr.r-lib.org,107,119,7
2019-06-24,lubridate.tidyverse.org,1650,1574,7
2019-06-24,magrittr.tidyverse.org,433,360,7
2019-06-24,modelr.tidyverse.org,120,110,7
2019-06-24,pillar.r-lib.org,10,10,4
2019-06-24,pkgdown.r-lib.org,2,3,2
2019-06-24,principles.tidyverse.org,86,77,7
2019-06-24,purrr.tidyverse.org,2448,2128,7
2019-06-24,r4ds.had.co.nz,29843,37846,7
2019-06-24,readr.tidyverse.org,2538,2241,7
2019-06-24,readxl.tidyverse.org,3383,3461,7
2019-06-24,reprex.tidyverse.org,311,314,7
2019-06-24,rlang.r-lib.org,365,399,4
2019-06-24,rprojroot.r-lib.org,6,7,3
2019-06-24,rvest.tidyverse.org,180,190,7
2019-06-24,stringr.tidyverse.org,6212,6267,7
2019-06-24,style.tidyverse.org,1178,1240,7
2019-06-24,testthat.r-lib.org,275,314,6
2019-06-24,tibble.tidyverse.org,2677,2092,7
2019-06-24,tidyeval.tidyverse.org,443,469,7
2019-06-24,tidymodels.github.io,1013,1353,7
2019-06-24,tidyr.tidyverse.org,9540,8878,7
2019-06-24,tidyverse.tidyverse.org,1015,805,7
2019-06-24,usethis.r-lib.org,3,3,2
2019-06-24,vroom.r-lib.org,85,106,6
2019-06-24,www.tidyverse.org,12269,12093,7
2019-07-01,bigrquery.r-dbi.org,108,123,6
2019-07-01,broom.tidyverse.org,255,249,7
2019-07-01,dbplyr.tidyverse.org,446,413,7
2019-07-01,devtools.r-lib.org,96,97,7
2019-07-01,dplyr.tidyverse.org,24347,25666,7
2019-07-01,dtplyr.tidyverse.org,72,78,7
2019-07-01,forcats.tidyverse.org,1299,1072,7
2019-07-01,gargle.r-lib.org,186,203,7
2019-07-01,ggplot2.tidyverse.org,46891,57747,7
2019-07-01,glue.tidyverse.org,96,98,7
2019-07-01,googledrive.tidyverse.org,376,415,7
2019-07-01,haven.tidyverse.org,451,443,7
2019-07-01,httr.r-lib.org,110,116,7
2019-07-01,lubridate.tidyverse.org,1718,1646,7
2019-07-01,magrittr.tidyverse.org,331,280,7
2019-07-01,modelr.tidyverse.org,68,65,7
2019-07-01,pillar.r-lib.org,11,11,5
2019-07-01,pkgdown.r-lib.org,3,2,3
2019-07-01,principles.tidyverse.org,151,148,7
2019-07-01,purrr.tidyverse.org,2206,1868,7
2019-07-01,r4ds.had.co.nz,27739,35307,7
2019-07-01,readr.tidyverse.org,2194,1898,7
2019-07-01,readxl.tidyverse.org,2948,3040,7
2019-07-01,reprex.tidyverse.org,313,298,7
2019-07-01,rlang.r-lib.org,725,785,7
2019-07-01,rprojroot.r-lib.org,14,16,5
2019-07-01,rvest.tidyverse.org,170,180,7
2019-07-01,stringr.tidyverse.org,5826,5863,7
2019-07-01,style.tidyverse.org,934,939,7
2019-07-01,testthat.r-lib.org,359,391,7
2019-07-01,tibble.tidyverse.org,2626,2129,7
2019-07-01,tidyeval.tidyverse.org,450,490,7
2019-07-01,tidymodels.github.io,786,1085,7
2019-07-01,tidyr.tidyverse.org,8614,7965,7
2019-07-01,tidyverse.tidyverse.org,882,692,7
2019-07-01,usethis.r-lib.org,1123,1219,6
2019-07-01,vroom.r-lib.org,183,216,7
2019-07-01,www.tidyverse.org,10932,10755,7
2019-07-08,bigrquery.r-dbi.org,50,64,7
2019-07-08,broom.tidyverse.org,238,229,7
2019-07-08,dbplyr.tidyverse.org,468,440,7
2019-07-08,devtools.r-lib.org,130,140,7
2019-07-08,dplyr.tidyverse.org,27073,28892,7
2019-07-08,dtplyr.tidyverse.org,92,101,7
2019-07-08,forcats.tidyverse.org,1298,1081,7
2019-07-08,gargle.r-lib.org,51,68,7
2019-07-08,ggplot2.tidyverse.org,51532,63813,7
2019-07-08,glue.tidyverse.org,142,137,7
2019-07-08,googledrive.tidyverse.org,404,444,7
2019-07-08,haven.tidyverse.org,541,508,7
2019-07-08,httr.r-lib.org,116,124,7
2019-07-08,lubridate.tidyverse.org,1796,1711,7
2019-07-08,magrittr.tidyverse.org,352,316,7
2019-07-08,modelr.tidyverse.org,76,71,7
2019-07-08,multidplyr.tidyverse.org,21,24,3
2019-07-08,pillar.r-lib.org,23,25,6
2019-07-08,pkgdown.r-lib.org,2,2,1
2019-07-08,principles.tidyverse.org,96,89,7
2019-07-08,purrr.tidyverse.org,2476,2105,7
2019-07-08,r4ds.had.co.nz,30184,38383,7
2019-07-08,readr.tidyverse.org,2616,2296,7
2019-07-08,readxl.tidyverse.org,3259,3342,7
2019-07-08,reprex.tidyverse.org,351,325,7
2019-07-08,rlang.r-lib.org,955,1013,7
2019-07-08,rprojroot.r-lib.org,11,12,6
2019-07-08,rvest.tidyverse.org,246,261,7
2019-07-08,stringr.tidyverse.org,6282,6292,7
2019-07-08,style.tidyverse.org,1132,1152,7
2019-07-08,testthat.r-lib.org,416,460,7
2019-07-08,tibble.tidyverse.org,2839,2257,7
2019-07-08,tidyeval.tidyverse.org,462,450,7
2019-07-08,tidymodels.github.io,1218,1621,7
2019-07-08,tidyr.tidyverse.org,10063,9393,7
2019-07-08,tidyverse.tidyverse.org,963,722,7
2019-07-08,usethis.r-lib.org,664,798,7
2019-07-08,vroom.r-lib.org,144,157,7
2019-07-08,www.tidyverse.org,9525,9111,7
2019-07-15,bigrquery.r-dbi.org,59,73,7
2019-07-15,broom.tidyverse.org,281,269,7
2019-07-15,dbplyr.tidyverse.org,499,472,7
2019-07-15,devtools.r-lib.org,93,95,7
2019-07-15,dplyr.tidyverse.org,27480,29534,7
2019-07-15,dtplyr.tidyverse.org,49,51,7
2019-07-15,forcats.tidyverse.org,1356,1139,7
2019-07-15,gargle.r-lib.org,45,54,7
2019-07-15,ggplot2.tidyverse.org,51966,64045,7
2019-07-15,glue.tidyverse.org,117,107,7
2019-07-15,googledrive.tidyverse.org,377,426,7
2019-07-15,haven.tidyverse.org,533,522,7
2019-07-15,httr.r-lib.org,112,132,7
2019-07-15,lubridate.tidyverse.org,1772,1723,7
2019-07-15,magrittr.tidyverse.org,368,297,7
2019-07-15,modelr.tidyverse.org,82,78,7
2019-07-15,multidplyr.tidyverse.org,47,51,7
2019-07-15,pillar.r-lib.org,6,6,5
2019-07-15,pkgdown.r-lib.org,1,1,1
2019-07-15,principles.tidyverse.org,50,42,7
2019-07-15,purrr.tidyverse.org,2372,2025,7
2019-07-15,r4ds.had.co.nz,29479,37679,7
2019-07-15,readr.tidyverse.org,2578,2343,7
2019-07-15,readxl.tidyverse.org,3272,3358,7
2019-07-15,reprex.tidyverse.org,311,307,7
2019-07-15,rlang.r-lib.org,718,752,7
2019-07-15,rprojroot.r-lib.org,11,12,5
2019-07-15,rvest.tidyverse.org,186,194,7
2019-07-15,stringr.tidyverse.org,6399,6406,7
2019-07-15,style.tidyverse.org,1115,1136,7
2019-07-15,testthat.r-lib.org,376,422,7
2019-07-15,tibble.tidyverse.org,2814,2248,7
2019-07-15,tidyeval.tidyverse.org,440,416,7
2019-07-15,tidymodels.github.io,1218,1610,7
2019-07-15,tidyr.tidyverse.org,9979,9265,7
2019-07-15,tidyverse.tidyverse.org,919,728,7
2019-07-15,usethis.r-lib.org,526,601,7
2019-07-15,vroom.r-lib.org,90,101,7
2019-07-15,www.tidyverse.org,9746,9241,7
2019-07-22,bigrquery.r-dbi.org,71,95,6
2019-07-22,broom.tidyverse.org,233,230,7
2019-07-22,dbplyr.tidyverse.org,504,489,7
2019-07-22,devtools.r-lib.org,111,118,7
2019-07-22,dplyr.tidyverse.org,27306,29158,7
2019-07-22,dtplyr.tidyverse.org,2387,2534,7
2019-07-22,forcats.tidyverse.org,1230,1011,7
2019-07-22,gargle.r-lib.org,67,96,7
2019-07-22,ggplot2.tidyverse.org,50454,62482,7
2019-07-22,glue.tidyverse.org,131,121,7
2019-07-22,googledrive.tidyverse.org,419,469,7
2019-07-22,haven.tidyverse.org,530,514,7
2019-07-22,httr.r-lib.org,109,130,7
2019-07-22,lubridate.tidyverse.org,1712,1648,7
2019-07-22,magrittr.tidyverse.org,368,321,7
2019-07-22,modelr.tidyverse.org,81,77,7
2019-07-22,multidplyr.tidyverse.org,428,435,7
2019-07-22,pillar.r-lib.org,4,4,3
2019-07-22,principles.tidyverse.org,66,54,7
2019-07-22,purrr.tidyverse.org,2388,2121,7
2019-07-22,r4ds.had.co.nz,29296,37200,7
2019-07-22,readr.tidyverse.org,2610,2311,7
2019-07-22,readxl.tidyverse.org,3136,3202,7
2019-07-22,reprex.tidyverse.org,296,291,7
2019-07-22,rlang.r-lib.org,716,757,7
2019-07-22,rprojroot.r-lib.org,10,12,7
2019-07-22,rvest.tidyverse.org,194,216,7
2019-07-22,stringr.tidyverse.org,6365,6394,7
2019-07-22,style.tidyverse.org,987,1016,7
2019-07-22,testthat.r-lib.org,522,573,7
2019-07-22,tibble.tidyverse.org,2711,2176,7
2019-07-22,tidyeval.tidyverse.org,490,481,7
2019-07-22,tidymodels.github.io,1186,1549,7
2019-07-22,tidyr.tidyverse.org,10030,9476,7
2019-07-22,tidyverse.tidyverse.org,939,749,7
2019-07-22,usethis.r-lib.org,404,445,7
2019-07-22,vroom.r-lib.org,81,100,7
2019-07-22,www.tidyverse.org,8863,8216,7
2019-07-22,xml2.r-lib.org,26,27,5
2019-07-29,bigrquery.r-dbi.org,56,61,7
2019-07-29,broom.tidyverse.org,271,269,7
2019-07-29,dbplyr.tidyverse.org,531,515,7
2019-07-29,devtools.r-lib.org,134,132,7
2019-07-29,dplyr.tidyverse.org,26636,28495,7
2019-07-29,dtplyr.tidyverse.org,218,246,7
2019-07-29,forcats.tidyverse.org,1168,966,7
2019-07-29,gargle.r-lib.org,64,76,7
2019-07-29,ggplot2.tidyverse.org,49862,61948,7
2019-07-29,glue.tidyverse.org,111,111,7
2019-07-29,googledrive.tidyverse.org,396,432,7
2019-07-29,haven.tidyverse.org,510,498,7
2019-07-29,httr.r-lib.org,129,150,7
2019-07-29,lubridate.tidyverse.org,1663,1612,7
2019-07-29,magrittr.tidyverse.org,384,318,7
2019-07-29,modelr.tidyverse.org,75,77,7
2019-07-29,multidplyr.tidyverse.org,49,51,7
2019-07-29,pillar.r-lib.org,6,6,4
2019-07-29,principles.tidyverse.org,54,58,7
2019-07-29,purrr.tidyverse.org,2261,1971,7
2019-07-29,r4ds.had.co.nz,29124,37001,7
2019-07-29,readr.tidyverse.org,2423,2232,7
2019-07-29,readxl.tidyverse.org,3043,3152,7
2019-07-29,reprex.tidyverse.org,333,313,7
2019-07-29,rlang.r-lib.org,636,675,7
2019-07-29,rprojroot.r-lib.org,12,12,7
2019-07-29,rvest.tidyverse.org,232,253,7
2019-07-29,stringr.tidyverse.org,6213,6248,7
2019-07-29,style.tidyverse.org,1057,1096,7
2019-07-29,testthat.r-lib.org,362,396,7
2019-07-29,tibble.tidyverse.org,2692,2150,7
2019-07-29,tidyeval.tidyverse.org,398,405,7
2019-07-29,tidymodels.github.io,1011,1375,7
2019-07-29,tidyr.tidyverse.org,10136,9485,7
2019-07-29,tidyverse.tidyverse.org,890,675,7
2019-07-29,usethis.r-lib.org,477,516,7
2019-07-29,vroom.r-lib.org,84,88,7
2019-07-29,www.tidyverse.org,8839,8319,7
2019-07-29,xml2.r-lib.org,159,165,7
2019-08-05,bigrquery.r-dbi.org,45,56,7
2019-08-05,broom.tidyverse.org,237,240,7
2019-08-05,dbplyr.tidyverse.org,533,556,7
2019-08-05,devtools.r-lib.org,131,133,7
2019-08-05,dplyr.tidyverse.org,26434,28080,7
2019-08-05,dtplyr.tidyverse.org,101,100,7
2019-08-05,forcats.tidyverse.org,1428,1218,7
2019-08-05,gargle.r-lib.org,33,51,7
2019-08-05,ggplot2.tidyverse.org,50959,62663,7
2019-08-05,glue.tidyverse.org,108,106,7
2019-08-05,googledrive.tidyverse.org,454,490,7
2019-08-05,haven.tidyverse.org,576,559,7
2019-08-05,httr.r-lib.org,137,148,7
2019-08-05,lubridate.tidyverse.org,1649,1580,7
2019-08-05,magrittr.tidyverse.org,349,298,7
2019-08-05,modelr.tidyverse.org,111,117,7
2019-08-05,multidplyr.tidyverse.org,23,22,6
2019-08-05,pillar.r-lib.org,6,6,3
2019-08-05,pkgdown.r-lib.org,4,4,3
2019-08-05,principles.tidyverse.org,96,93,7
2019-08-05,purrr.tidyverse.org,2363,2055,7
2019-08-05,r4ds.had.co.nz,28651,36266,7
2019-08-05,readr.tidyverse.org,2585,2353,7
2019-08-05,readxl.tidyverse.org,3024,3072,7
2019-08-05,reprex.tidyverse.org,315,307,7
2019-08-05,rlang.r-lib.org,662,699,7
2019-08-05,rprojroot.r-lib.org,7,7,5
2019-08-05,rvest.tidyverse.org,203,222,7
2019-08-05,stringr.tidyverse.org,6003,6022,7
2019-08-05,style.tidyverse.org,1982,2128,7
2019-08-05,testthat.r-lib.org,368,414,7
2019-08-05,tibble.tidyverse.org,3355,2817,7
2019-08-05,tidyeval.tidyverse.org,407,433,7
2019-08-05,tidymodels.github.io,1186,1588,7
2019-08-05,tidyr.tidyverse.org,10025,9528,7
2019-08-05,tidyverse.tidyverse.org,894,694,7
2019-08-05,usethis.r-lib.org,439,487,7
2019-08-05,vroom.r-lib.org,62,68,7
2019-08-05,www.tidyverse.org,8441,7853,7
2019-08-05,xml2.r-lib.org,41,48,7
2019-08-12,bigrquery.r-dbi.org,51,61,7
2019-08-12,broom.tidyverse.org,202,193,7
2019-08-12,dbplyr.tidyverse.org,558,538,7
2019-08-12,devtools.r-lib.org,101,103,7
2019-08-12,dplyr.tidyverse.org,26030,27642,7
2019-08-12,dtplyr.tidyverse.org,407,425,7
2019-08-12,forcats.tidyverse.org,1366,1123,7
2019-08-12,gargle.r-lib.org,46,81,7
2019-08-12,ggplot2.tidyverse.org,49975,61645,7
2019-08-12,glue.tidyverse.org,95,88,7
2019-08-12,googledrive.tidyverse.org,392,438,7
2019-08-12,haven.tidyverse.org,521,522,7
2019-08-12,httr.r-lib.org,120,128,7
2019-08-12,lubridate.tidyverse.org,1683,1595,7
2019-08-12,magrittr.tidyverse.org,364,318,7
2019-08-12,modelr.tidyverse.org,101,104,7
2019-08-12,multidplyr.tidyverse.org,30,32,7
2019-08-12,pillar.r-lib.org,13,13,7
2019-08-12,principles.tidyverse.org,86,93,7
2019-08-12,purrr.tidyverse.org,2339,1974,7
2019-08-12,r4ds.had.co.nz,28995,36472,7
2019-08-12,readr.tidyverse.org,2395,2148,7
2019-08-12,readxl.tidyverse.org,2936,2985,7
2019-08-12,reprex.tidyverse.org,314,298,7
2019-08-12,rlang.r-lib.org,655,689,7
2019-08-12,rprojroot.r-lib.org,10,11,5
2019-08-12,rvest.tidyverse.org,182,195,7
2019-08-12,stringr.tidyverse.org,5886,5893,7
2019-08-12,style.tidyverse.org,1460,1599,7
2019-08-12,testthat.r-lib.org,355,390,7
2019-08-12,tibble.tidyverse.org,3019,2449,7
2019-08-12,tidyeval.tidyverse.org,893,964,7
2019-08-12,tidymodels.github.io,1003,1318,7
2019-08-12,tidyr.tidyverse.org,9748,9102,7
2019-08-12,tidyverse.tidyverse.org,900,724,7
2019-08-12,usethis.r-lib.org,399,449,7
2019-08-12,vroom.r-lib.org,97,111,7
2019-08-12,www.tidyverse.org,8557,7942,7
2019-08-12,xml2.r-lib.org,39,42,7
2019-08-19,bigrquery.r-dbi.org,90,109,7
2019-08-19,broom.tidyverse.org,240,234,7
2019-08-19,dbplyr.tidyverse.org,501,494,7
2019-08-19,devtools.r-lib.org,216,216,7
2019-08-19,dplyr.tidyverse.org,27035,28684,7
2019-08-19,dtplyr.tidyverse.org,221,248,7
2019-08-19,forcats.tidyverse.org,1532,1285,7
2019-08-19,gargle.r-lib.org,161,219,7
2019-08-19,ggplot2.tidyverse.org,50946,62594,7
2019-08-19,glue.tidyverse.org,128,125,7
2019-08-19,googledrive.tidyverse.org,543,564,7
2019-08-19,haven.tidyverse.org,520,500,7
2019-08-19,httr.r-lib.org,166,181,7
2019-08-19,lubridate.tidyverse.org,1604,1509,7
2019-08-19,magrittr.tidyverse.org,344,280,7
2019-08-19,modelr.tidyverse.org,84,88,7
2019-08-19,multidplyr.tidyverse.org,18,19,5
2019-08-19,pillar.r-lib.org,2,2,2
2019-08-19,principles.tidyverse.org,197,201,7
2019-08-19,purrr.tidyverse.org,2523,2152,7
2019-08-19,r4ds.had.co.nz,33591,42317,7
2019-08-19,readr.tidyverse.org,2664,2389,7
2019-08-19,readxl.tidyverse.org,3153,3221,7
2019-08-19,reprex.tidyverse.org,330,316,7
2019-08-19,rlang.r-lib.org,675,709,7
2019-08-19,rprojroot.r-lib.org,3,3,3
2019-08-19,rvest.tidyverse.org,240,250,7
2019-08-19,stringr.tidyverse.org,6184,6148,7
2019-08-19,style.tidyverse.org,1556,1663,7
2019-08-19,testthat.r-lib.org,438,495,7
2019-08-19,tibble.tidyverse.org,2883,2248,7
2019-08-19,tidyeval.tidyverse.org,977,1081,7
2019-08-19,tidymodels.github.io,1020,1352,7
2019-08-19,tidyr.tidyverse.org,9795,9174,7
2019-08-19,tidyverse.tidyverse.org,1056,823,7
2019-08-19,usethis.r-lib.org,379,413,7
2019-08-19,vroom.r-lib.org,69,77,7
2019-08-19,www.tidyverse.org,9813,9365,7
2019-08-19,xml2.r-lib.org,43,49,7
2019-08-26,bigrquery.r-dbi.org,77,86,7
2019-08-26,broom.tidyverse.org,236,226,7
2019-08-26,dbplyr.tidyverse.org,455,448,7
2019-08-26,devtools.r-lib.org,101,101,7
2019-08-26,dplyr.tidyverse.org,26646,28315,7
2019-08-26,dtplyr.tidyverse.org,127,131,7
2019-08-26,forcats.tidyverse.org,1511,1294,7
2019-08-26,gargle.r-lib.org,142,163,7
2019-08-26,ggplot2.tidyverse.org,50820,62802,7
2019-08-26,glue.tidyverse.org,121,114,7
2019-08-26,googledrive.tidyverse.org,608,631,7
2019-08-26,haven.tidyverse.org,437,405,7
2019-08-26,httr.r-lib.org,119,127,7
2019-08-26,lubridate.tidyverse.org,1508,1459,7
2019-08-26,magrittr.tidyverse.org,330,296,7
2019-08-26,modelr.tidyverse.org,117,101,7
2019-08-26,multidplyr.tidyverse.org,16,18,6
2019-08-26,pillar.r-lib.org,5,5,4
2019-08-26,pkgdown.r-lib.org,7,9,4
2019-08-26,principles.tidyverse.org,88,85,7
2019-08-26,purrr.tidyverse.org,2346,2021,7
2019-08-26,r4ds.had.co.nz,35768,45598,7
2019-08-26,readr.tidyverse.org,2780,2491,7
2019-08-26,readxl.tidyverse.org,3159,3173,7
2019-08-26,reprex.tidyverse.org,337,339,7
2019-08-26,rlang.r-lib.org,593,628,7
2019-08-26,rprojroot.r-lib.org,11,13,6
2019-08-26,rvest.tidyverse.org,280,312,7
2019-08-26,stringr.tidyverse.org,5833,5860,7
2019-08-26,style.tidyverse.org,1476,1578,7
2019-08-26,testthat.r-lib.org,429,475,7
2019-08-26,tibble.tidyverse.org,2822,2215,7
2019-08-26,tidyeval.tidyverse.org,731,779,7
2019-08-26,tidymodels.github.io,1055,1375,7
2019-08-26,tidyr.tidyverse.org,9671,9041,7
2019-08-26,tidyverse.tidyverse.org,1006,829,7
2019-08-26,usethis.r-lib.org,403,444,7
2019-08-26,vroom.r-lib.org,51,55,7
2019-08-26,www.tidyverse.org,9597,9145,7
2019-08-26,xml2.r-lib.org,41,42,7
2019-09-02,bigrquery.r-dbi.org,59,70,7
2019-09-02,broom.tidyverse.org,228,222,7
2019-09-02,dbplyr.tidyverse.org,440,440,7
2019-09-02,devtools.r-lib.org,101,102,7
2019-09-02,dplyr.tidyverse.org,27374,29067,7
2019-09-02,dtplyr.tidyverse.org,95,101,5
2019-09-02,forcats.tidyverse.org,1443,1236,7
2019-09-02,gargle.r-lib.org,125,175,7
2019-09-02,ggplot2.tidyverse.org,51822,62966,7
2019-09-02,glue.tidyverse.org,109,112,7
2019-09-02,googledrive.tidyverse.org,610,639,7
2019-09-02,haven.tidyverse.org,528,512,7
2019-09-02,httr.r-lib.org,150,157,7
2019-09-02,lubridate.tidyverse.org,1642,1609,7
2019-09-02,magrittr.tidyverse.org,364,330,7
2019-09-02,modelr.tidyverse.org,94,90,7
2019-09-02,multidplyr.tidyverse.org,16,18,5
2019-09-02,pillar.r-lib.org,9,9,5
2019-09-02,pkgdown.r-lib.org,323,373,6
2019-09-02,principles.tidyverse.org,54,54,7
2019-09-02,purrr.tidyverse.org,2181,1859,7
2019-09-02,r4ds.had.co.nz,40921,52569,7
2019-09-02,readr.tidyverse.org,2769,2487,7
2019-09-02,readxl.tidyverse.org,3430,3498,7
2019-09-02,reprex.tidyverse.org,343,341,7
2019-09-02,rlang.r-lib.org,634,666,7
2019-09-02,rprojroot.r-lib.org,7,7,4
2019-09-02,rvest.tidyverse.org,270,288,7
2019-09-02,stringr.tidyverse.org,6183,6182,7
2019-09-02,style.tidyverse.org,1640,1737,7
2019-09-02,testthat.r-lib.org,360,398,7
2019-09-02,tibble.tidyverse.org,2850,2310,7
2019-09-02,tidyeval.tidyverse.org,510,543,7
2019-09-02,tidymodels.github.io,1735,2083,7
2019-09-02,tidyr.tidyverse.org,9598,9008,7
2019-09-02,tidyverse.tidyverse.org,1002,799,6
2019-09-02,usethis.r-lib.org,379,409,7
2019-09-02,vroom.r-lib.org,56,60,7
2019-09-02,www.tidyverse.org,10247,9760,7
2019-09-02,xml2.r-lib.org,45,50,7
2019-09-09,bigrquery.r-dbi.org,77,94,7
2019-09-09,broom.tidyverse.org,250,241,7
2019-09-09,dbplyr.tidyverse.org,497,509,7
2019-09-09,devtools.r-lib.org,132,131,7
2019-09-09,dplyr.tidyverse.org,31126,33366,7
2019-09-09,dtplyr.tidyverse.org,5,5,3
2019-09-09,forcats.tidyverse.org,1658,1410,7
2019-09-09,gargle.r-lib.org,144,200,7
2019-09-09,ggplot2.tidyverse.org,57830,70353,7
2019-09-09,glue.tidyverse.org,125,116,7
2019-09-09,googledrive.tidyverse.org,703,741,7
2019-09-09,haven.tidyverse.org,601,582,7
2019-09-09,httr.r-lib.org,136,149,7
2019-09-09,lubridate.tidyverse.org,1314,1257,6
2019-09-09,magrittr.tidyverse.org,414,363,7
2019-09-09,modelr.tidyverse.org,103,98,7
2019-09-09,multidplyr.tidyverse.org,7,8,1
2019-09-09,pillar.r-lib.org,6,7,5
2019-09-09,pkgdown.r-lib.org,317,379,7
2019-09-09,principles.tidyverse.org,76,63,7
2019-09-09,purrr.tidyverse.org,2300,1997,7
2019-09-09,r4ds.had.co.nz,41938,54133,7
2019-09-09,readr.tidyverse.org,3128,2840,7
2019-09-09,readxl.tidyverse.org,3615,3683,7
2019-09-09,reprex.tidyverse.org,365,350,7
2019-09-09,rlang.r-lib.org,712,733,7
2019-09-09,rprojroot.r-lib.org,16,18,6
2019-09-09,rvest.tidyverse.org,229,232,7
2019-09-09,stringr.tidyverse.org,6859,6840,7
2019-09-09,style.tidyverse.org,1712,1823,7
2019-09-09,testthat.r-lib.org,385,423,7
2019-09-09,tibble.tidyverse.org,3623,3005,7
2019-09-09,tidyeval.tidyverse.org,491,508,7
2019-09-09,tidymodels.github.io,1004,1214,7
2019-09-09,tidyr.tidyverse.org,8408,7864,7
2019-09-09,tidyverse.tidyverse.org,4,4,3
2019-09-09,usethis.r-lib.org,413,450,7
2019-09-09,vroom.r-lib.org,58,64,7
2019-09-09,www.tidyverse.org,14375,14330,7
2019-09-09,xml2.r-lib.org,48,49,7
2019-09-16,bigrquery.r-dbi.org,81,93,7
2019-09-16,broom.tidyverse.org,275,266,7
2019-09-16,dbplyr.tidyverse.org,514,515,7
2019-09-16,devtools.r-lib.org,160,161,7
2019-09-16,dplyr.tidyverse.org,34099,37195,7
2019-09-16,forcats.tidyverse.org,1700,1478,7
2019-09-16,gargle.r-lib.org,146,211,7
2019-09-16,ggplot2.tidyverse.org,61724,75559,7
2019-09-16,glue.tidyverse.org,130,129,7
2019-09-16,googledrive.tidyverse.org,713,769,7
2019-09-16,haven.tidyverse.org,599,583,7
2019-09-16,httr.r-lib.org,160,180,7
2019-09-16,lubridate.tidyverse.org,3,3,3
2019-09-16,magrittr.tidyverse.org,398,335,7
2019-09-16,modelr.tidyverse.org,73,73,7
2019-09-16,pillar.r-lib.org,9,9,5
2019-09-16,pkgdown.r-lib.org,276,320,7
2019-09-16,principles.tidyverse.org,59,47,6
2019-09-16,purrr.tidyverse.org,2511,2209,7
2019-09-16,r4ds.had.co.nz,42538,54177,7
2019-09-16,readr.tidyverse.org,3360,3150,7
2019-09-16,readxl.tidyverse.org,3751,3861,7
2019-09-16,reprex.tidyverse.org,416,398,7
2019-09-16,rlang.r-lib.org,773,829,7
2019-09-16,rprojroot.r-lib.org,9,9,4
2019-09-16,rvest.tidyverse.org,253,274,7
2019-09-16,stringr.tidyverse.org,7296,7436,7
2019-09-16,style.tidyverse.org,1826,1977,7
2019-09-16,testthat.r-lib.org,419,460,7
2019-09-16,tibble.tidyverse.org,3570,2936,7
2019-09-16,tidyeval.tidyverse.org,507,527,7
2019-09-16,tidymodels.github.io,768,975,7
2019-09-16,tidyr.tidyverse.org,374,345,7
2019-09-16,usethis.r-lib.org,414,457,7
2019-09-16,vroom.r-lib.org,70,85,7
2019-09-16,www.tidyverse.org,12085,11958,7
2019-09-16,xml2.r-lib.org,69,76,7
2019-09-23,bigrquery.r-dbi.org,84,105,7
2019-09-23,broom.tidyverse.org,251,235,7
2019-09-23,dbplyr.tidyverse.org,524,518,7
2019-09-23,devtools.r-lib.org,158,170,7
2019-09-23,dplyr.tidyverse.org,35183,38333,7
2019-09-23,dtplyr.tidyverse.org,3,4,3
2019-09-23,forcats.tidyverse.org,1739,1499,7
2019-09-23,gargle.r-lib.org,145,197,7
2019-09-23,ggplot2.tidyverse.org,64526,79190,7
2019-09-23,glue.tidyverse.org,124,120,7
2019-09-23,googledrive.tidyverse.org,672,736,7
2019-09-23,haven.tidyverse.org,665,659,7
2019-09-23,httr.r-lib.org,177,199,7
2019-09-23,lubridate.tidyverse.org,5,4,4
2019-09-23,magrittr.tidyverse.org,441,365,7
2019-09-23,modelr.tidyverse.org,100,98,7
2019-09-23,pillar.r-lib.org,6,6,4
2019-09-23,pkgdown.r-lib.org,307,351,7
2019-09-23,principles.tidyverse.org,70,66,7
2019-09-23,purrr.tidyverse.org,3012,2838,7
2019-09-23,r4ds.had.co.nz,44122,56051,7
2019-09-23,readr.tidyverse.org,3492,3221,7
2019-09-23,readxl.tidyverse.org,3860,3993,7
2019-09-23,reprex.tidyverse.org,414,406,7
2019-09-23,rlang.r-lib.org,781,828,7
2019-09-23,rprojroot.r-lib.org,19,18,7
2019-09-23,rvest.tidyverse.org,329,347,7
2019-09-23,stringr.tidyverse.org,7900,8090,7
2019-09-23,style.tidyverse.org,2162,2416,7
2019-09-23,testthat.r-lib.org,617,721,7
2019-09-23,tibble.tidyverse.org,3721,3090,7
2019-09-23,tidyeval.tidyverse.org,553,577,7
2019-09-23,tidymodels.github.io,1063,1298,7
2019-09-23,tidyr.tidyverse.org,433,385,7
2019-09-23,usethis.r-lib.org,452,492,7
2019-09-23,vroom.r-lib.org,71,74,7
2019-09-23,www.tidyverse.org,11785,11438,7
2019-09-23,xml2.r-lib.org,65,67,7
2019-09-30,bigrquery.r-dbi.org,77,90,7
2019-09-30,broom.tidyverse.org,292,278,7
2019-09-30,dbplyr.tidyverse.org,553,536,7
2019-09-30,devtools.r-lib.org,136,141,7
2019-09-30,dplyr.tidyverse.org,34682,37801,7
